# Observation File: southHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: South Flume Outflow [mol/h]
# Region: South_Flume_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Outflow [mol/h]
# Region: South_Incised_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Outflow [mol/h]
# Region: South_Typ_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Outflow [mol/h]
# Region: South_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Depth to Water [m]
# Region: South_Incised_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Depth to Water [m]
# Region: South_Typ_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Depth to Water [m] 
# Region: South_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Saturation
# Region: South_Incised_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Saturation
# Region: South_Typ_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Saturation
# Region: South_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Exfiltration [mol/h]
# Region: South_Incised_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Exfiltration [mol/h]
# Region: South_Typ_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Exfiltration [mol/h]
# Region: South_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Incised Reach Water Content [mol]
# Region: South_Incised_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Typical Reach Water Content [mol]
# Region: South_Typ_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: South Wet Reach Water Content [mol]
# Region: South_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","South Flume Outflow [mol/h]","South Incised Reach Outflow [mol/h]","South Typical Reach Outflow [mol/h]","South Wet Reach Outflow [mol/h]","South Incised Reach Depth to Water [m]","South Typical Reach Depth to Water [m]","South Wet Reach Depth to Water [m] ","South Incised Reach Saturation","South Typical Reach Saturation","South Wet Reach Saturation","South Incised Reach Exfiltration [mol/h]","South Typical Reach Exfiltration [mol/h]","South Wet Reach Exfiltration [mol/h]","South Incised Reach Water Content [mol]","South Typical Reach Water Content [mol]","South Wet Reach Water Content [mol]"
6.106320000000e+07,-2.322580277846e+05,3.267186121266e+05,-1.956906122553e+05,-1.468772991091e+05,9.423118431927e-01,1.015259943719e+00,8.459270651848e-01,9.954238594779e-01,9.953148772795e-01,9.974029003587e-01,1.301487997857e+05,4.847851566315e+04,1.430324778053e+05,1.069972988307e+10,5.159198918987e+09,9.618253627824e+09
6.106680000000e+07,-2.313042899635e+05,3.253993407183e+05,-1.948942887719e+05,-1.463334259831e+05,9.423118431927e-01,1.015259943719e+00,8.468063754990e-01,9.954180655438e-01,9.953079238085e-01,9.973971783509e-01,1.295329511434e+05,4.820885425681e+04,1.425354012778e+05,1.069965792378e+10,5.159159294781e+09,9.618193557163e+09
6.107040000000e+07,-2.303350058483e+05,3.240205015586e+05,-1.940916073434e+05,-1.457913386107e+05,9.425133198734e-01,1.015259943719e+00,8.468063754990e-01,9.954123523900e-01,9.953010519586e-01,9.973915442232e-01,1.289278008582e+05,4.794876443615e+04,1.420452238220e+05,1.069958696199e+10,5.159120130521e+09,9.618134405800e+09
6.107400000000e+07,-2.293729380153e+05,3.226328396736e+05,-1.932974162227e+05,-1.452563203856e+05,9.425133198734e-01,1.015664072224e+00,8.471202072280e-01,9.954067185765e-01,9.952942602740e-01,9.973859962031e-01,1.283352565095e+05,4.769409212973e+04,1.415632929572e+05,1.069951698003e+10,5.159081418150e+09,9.618076155254e+09
6.107760000000e+07,-2.284269700956e+05,3.212602365791e+05,-1.925177487064e+05,-1.447334787866e+05,9.430294083812e-01,1.017319548193e+00,8.471202072280e-01,9.954011625432e-01,9.952875474434e-01,9.973805320833e-01,1.277560637902e+05,4.744391443292e+04,1.410977251044e+05,1.069944795873e+10,5.159043150372e+09,9.618018782058e+09
6.108120000000e+07,-2.275001273561e+05,3.199127161979e+05,-1.917544106958e+05,-1.442223392225e+05,9.430294083812e-01,1.022236952734e+00,8.475395838356e-01,9.953956826164e-01,9.952809117542e-01,9.973751501917e-01,1.271904367387e+05,4.719877765813e+04,1.406413613493e+05,1.069937987748e+10,5.159005317536e+09,9.617962269242e+09
6.108480000000e+07,-2.265926695282e+05,3.185933746496e+05,-1.910070457533e+05,-1.437217787246e+05,9.451749799282e-01,1.022236952734e+00,8.475395838356e-01,9.953902771146e-01,9.952743512484e-01,9.973698489897e-01,1.266379796361e+05,4.695868428057e+04,1.401942438038e+05,1.069931271560e+10,5.158967908485e+09,9.617906600930e+09
6.108840000000e+07,-2.257038613636e+05,3.173024530664e+05,-1.902747903848e+05,-1.432311700444e+05,9.456931699107e-01,1.022236952734e+00,8.475395838356e-01,9.953849443571e-01,9.952678648492e-01,9.973646267096e-01,1.260984218748e+05,4.672332421791e+04,1.397562427091e+05,1.069924645240e+10,5.158930917063e+09,9.617851758505e+09
6.109200000000e+07,-2.248329975813e+05,3.160391631070e+05,-1.895571068054e+05,-1.427503086017e+05,9.456931699107e-01,1.022236952734e+00,8.478400492593e-01,9.953796827049e-01,9.952614513633e-01,9.973594816070e-01,1.255713445299e+05,4.649260253415e+04,1.393272218954e+05,1.069918106771e+10,5.158894336679e+09,9.617797723747e+09
6.109560000000e+07,-4.380486114934e+05,6.043008959899e+05,-4.036324462636e+05,-3.578945657148e+05,9.288217082939e-01,1.010495319500e+00,8.253153519137e-01,9.954775471350e-01,9.953616140975e-01,9.974506402282e-01,-1.148137532451e+06,-5.614899634067e+05,-8.716156218496e+05,1.070038843656e+10,5.159464933550e+09,9.618751299408e+09
6.109920000000e+07,-5.799589227588e+05,7.537938191075e+05,-5.142178698400e+05,-3.809615534504e+05,9.329431762551e-01,1.016771890593e+00,8.290142083965e-01,9.954692838739e-01,9.953529593064e-01,9.974427676164e-01,1.587836892417e+05,5.914370115750e+04,1.641813742225e+05,1.070028653050e+10,5.159415807578e+09,9.618668907466e+09
6.110280000000e+07,-4.077238369669e+05,6.104406459049e+05,-3.334101854434e+05,-2.089984513260e+05,9.355010401959e-01,1.018867563163e+00,8.288249977907e-01,9.954617438223e-01,9.953449500795e-01,9.974354307470e-01,1.500983848759e+05,5.526349643135e+04,1.589180328745e+05,1.070019369813e+10,5.159370447700e+09,9.618592336478e+09
6.110640000000e+07,-5.283946009387e+05,7.882620584801e+05,-4.744361874249e+05,-4.048913450540e+05,9.192375815354e-01,1.007850710081e+00,8.050092135637e-01,9.955559631844e-01,9.954430592222e-01,9.975224261767e-01,-1.108049294066e+06,-5.503748211098e+05,-8.318919386850e+05,1.070135763589e+10,5.159929780947e+09,9.619503425217e+09
6.111000000000e+07,-6.438370348650e+05,8.626893835451e+05,-5.695374470645e+05,-4.208464729622e+05,9.247377382409e-01,1.006905207381e+00,8.128551811548e-01,9.955461171946e-01,9.954331895435e-01,9.975129426933e-01,1.750917495305e+05,6.530433299396e+04,1.777991632717e+05,1.070123638146e+10,5.159873970819e+09,9.619404222910e+09
6.111360000000e+07,-4.462173286402e+05,6.737826205649e+05,-3.650976678455e+05,-2.288512038099e+05,9.252726485216e-01,1.006632297174e+00,8.178902861793e-01,9.955371568897e-01,9.954240742531e-01,9.975041161372e-01,1.645289440093e+05,6.071276013201e+04,1.713412246758e+05,1.070112636471e+10,5.159822508966e+09,9.619312239363e+09
6.111720000000e+07,-3.260103179970e+05,5.154492450277e+05,-2.653725273086e+05,-1.818548725168e+05,9.240610366829e-01,1.008893604614e+00,8.201619438325e-01,9.955287707008e-01,9.954153787260e-01,9.974957964364e-01,1.582634274310e+05,5.821645154662e+04,1.665804452902e+05,1.070102328147e+10,5.159773368246e+09,9.619225515040e+09
6.112080000000e+07,-2.823463643071e+05,4.275582249750e+05,-2.349289901297e+05,-1.714684074398e+05,9.255300476805e-01,1.009591068811e+00,8.225130274508e-01,9.955207905607e-01,9.954069755532e-01,9.974878541794e-01,1.539552474201e+05,5.655381269061e+04,1.631604158000e+05,1.070092507720e+10,5.159725828892e+09,9.619142659852e+09
6.112440000000e+07,-2.668152263028e+05,3.875321327325e+05,-2.243866990475e+05,-1.667567668290e+05,9.268721728149e-01,1.011114670299e+00,8.257643376139e-01,9.955131937044e-01,9.953988384263e-01,9.974802790174e-01,1.499571444892e+05,5.512376872562e+04,1.599890963774e+05,1.070083147119e+10,5.159679740055e+09,9.619063560959e+09
6.112800000000e+07,-2.612013765995e+05,3.745114393958e+05,-2.201362960534e+05,-1.641527219917e+05,9.285252804936e-01,1.011114670299e+00,8.283606903802e-01,9.955058446314e-01,9.953908696135e-01,9.974729486245e-01,1.474096425304e+05,5.426966463485e+04,1.579385488442e+05,1.070074083974e+10,5.159634568805e+09,9.618986971658e+09
6.113160000000e+07,-2.571684238553e+05,3.667067838054e+05,-2.168875978799e+05,-1.619796728063e+05,9.302582672884e-01,1.011114670299e+00,8.297380228061e-01,9.954987100286e-01,9.953830511599e-01,9.974658350637e-01,1.452366634854e+05,5.353690417177e+04,1.561652116523e+05,1.070065278560e+10,5.159590219348e+09,9.618912608475e+09
6.113520000000e+07,-2.538918120757e+05,3.610783964778e+05,-2.141833803673e+05,-1.601327518513e+05,9.357971135664e-01,1.011114670299e+00,8.305638468450e-01,9.954917659263e-01,9.953753705415e-01,9.974589170962e-01,1.433496243465e+05,5.289306563776e+04,1.546021129573e+05,1.070056702617e+10,5.159546625265e+09,9.618840255900e+09
6.113880000000e+07,-2.510886755843e+05,3.565165080142e+05,-2.118543506300e+05,-1.585367737134e+05,9.361685220011e-01,1.012804265034e+00,8.319189378401e-01,9.954849914623e-01,9.953678167217e-01,9.974521766440e-01,1.416843220658e+05,5.231613219957e+04,1.532243301402e+05,1.070048331023e+10,5.159503727047e+09,9.618769729571e+09
6.114240000000e+07,-2.486207886894e+05,3.525951920319e+05,-2.097961181911e+05,-1.571147931275e+05,9.370943690354e-01,1.014777869458e+00,8.321705758942e-01,9.954783712121e-01,9.953603810021e-01,9.974456001090e-01,1.401939807540e+05,5.179153970272e+04,1.519779700532e+05,1.070040145524e+10,5.159461478609e+09,9.618700892243e+09
6.114600000000e+07,-2.464037070946e+05,3.491201759545e+05,-2.079408701003e+05,-1.558265845890e+05,9.391936456172e-01,1.014777869458e+00,8.321705758942e-01,9.954718926571e-01,9.953530566163e-01,9.974391755691e-01,1.388453625912e+05,5.130871121729e+04,1.508460861284e+05,1.070032131305e+10,5.159419844035e+09,9.618633622448e+09
6.114960000000e+07,-2.443845814303e+05,3.459839514365e+05,-2.062468300292e+05,-1.546489315479e+05,9.394939147233e-01,1.014777869458e+00,8.331216321647e-01,9.954655453612e-01,9.953458383382e-01,9.974328926081e-01,1.376138995176e+05,5.086022038179e+04,1.498091676937e+05,1.070024276026e+10,5.159378795578e+09,9.618567814323e+09
6.115320000000e+07,-2.425265231209e+05,3.431189123624e+05,-2.046848385534e+05,-1.535624448417e+05,9.408108324706e-01,1.014777869458e+00,8.336592033720e-01,9.954593209333e-01,9.953387216386e-01,9.974267429631e-01,1.364814831827e+05,5.044058895058e+04,1.488466339423e+05,1.070016569784e+10,5.159338309178e+09,9.618503385013e+09
6.115680000000e+07,-4.619309277558e+05,6.399607316146e+05,-4.262417608782e+05,-3.802427633396e+05,9.234165644866e-01,1.003611851699e+00,8.096988181842e-01,9.955555707173e-01,9.954378501109e-01,9.975157562555e-01,-1.129849814637e+06,-5.557325076458e+05,-8.504768748786e+05,1.070135374553e+10,5.159903185477e+09,9.619434991116e+09
6.116040000000e+07,-6.118273953727e+05,7.952550725784e+05,-5.439983541810e+05,-4.049929324729e+05,9.218481987363e-01,1.006527301336e+00,8.216215596169e-01,9.955463892467e-01,9.954284909832e-01,9.975069198816e-01,1.689950804099e+05,6.295861637512e+04,1.731868867690e+05,1.070124061874e+10,5.159850139133e+09,9.619342543832e+09
6.116400000000e+07,-4.314090811471e+05,6.450206579566e+05,-3.535900712066e+05,-2.224308745783e+05,9.238477426581e-01,1.008007411812e+00,8.217454621275e-01,9.955379900043e-01,9.954197963808e-01,9.974986557153e-01,1.596221489155e+05,5.896972123815e+04,1.676207558773e+05,1.070113731190e+10,5.159800949414e+09,9.619256341047e+09
6.116760000000e+07,-3.177523292829e+05,5.003069745615e+05,-2.589034685372e+05,-1.779403133413e+05,9.251685066218e-01,1.009513287579e+00,8.220924874014e-01,9.955300759767e-01,9.954114714443e-01,9.974908265740e-01,1.543732936805e+05,5.683115695154e+04,1.635404291760e+05,1.070103986336e+10,5.159753810088e+09,9.619174630803e+09
6.117120000000e+07,-2.765699964119e+05,4.176827760719e+05,-2.303058104470e+05,-1.684941514254e+05,9.274573733022e-01,1.011114670299e+00,8.210426802771e-01,9.955225043129e-01,9.954033994762e-01,9.974833207106e-01,1.507685860753e+05,5.542952977678e+04,1.606393032201e+05,1.070094654017e+10,5.159708061121e+09,9.619096238002e+09
6.117480000000e+07,-2.624682861692e+05,3.803988335084e+05,-2.208638056041e+05,-1.644113284624e+05,9.285252804936e-01,1.011114670299e+00,8.236390330434e-01,9.955152572939e-01,9.953955554246e-01,9.974761300043e-01,1.474275862876e+05,5.424918308699e+04,1.579435746920e+05,1.070085712210e+10,5.159663558990e+09,9.619021076387e+09
6.117840000000e+07,-2.575651358695e+05,3.686561112249e+05,-2.171626800385e+05,-1.621665348067e+05,9.304589567498e-01,1.011114670299e+00,8.249547261486e-01,9.955082226348e-01,9.953878634135e-01,9.974691521394e-01,1.452823164489e+05,5.350474857422e+04,1.561915497351e+05,1.070077025950e+10,5.159619889680e+09,9.618948102604e+09
6.118200000000e+07,-2.540823623841e+05,3.617933466834e+05,-2.143500853965e+05,-1.602972856847e+05,9.323266128894e-01,1.012461050594e+00,8.254520325901e-01,9.955013736769e-01,9.953803074844e-01,9.974623640335e-01,1.434389789458e+05,5.286484415339e+04,1.546639844469e+05,1.070068563462e+10,5.159576967152e+09,9.618877080822e+09
6.118560000000e+07,-2.512586157157e+05,3.569092840946e+05,-2.120130903082e+05,-1.587128385004e+05,9.361685220011e-01,1.014777869458e+00,8.271972805033e-01,9.954946903022e-01,9.953728760745e-01,9.974557473144e-01,1.418226349667e+05,5.229948675788e+04,1.533267267405e+05,1.070060300775e+10,5.159534729342e+09,9.618807823863e+09
6.118920000000e+07,-2.488305481286e+05,3.529557909649e+05,-2.099869371748e+05,-1.573227980736e+05,9.370943690354e-01,1.014777869458e+00,8.274489185574e-01,9.954881568634e-01,9.953655597586e-01,9.974492888080e-01,1.403821153218e+05,5.179012320245e+04,1.521228437644e+05,1.070052219255e+10,5.159493125849e+09,9.618740198382e+09
6.119280000000e+07,-2.466741297762e+05,3.495385499589e+05,-2.081789638847e+05,-1.560702077629e+05,9.386754255584e-01,1.014777869458e+00,8.321705758942e-01,9.954817610871e-01,9.953583517738e-01,9.974429770833e-01,1.390805313029e+05,5.132401897734e+04,1.510249480550e+05,1.070044304308e+10,5.159452120543e+09,9.618674088376e+09
6.119640000000e+07,-2.447214727379e+05,3.464874199134e+05,-2.065370268031e+05,-1.549292155668e+05,9.405512132721e-01,1.014777869458e+00,8.331216321647e-01,9.954754927392e-01,9.953512466187e-01,9.974368014871e-01,1.378931319620e+05,5.089254767741e+04,1.500272271266e+05,1.070036543830e+10,5.159411684058e+09,9.618609384776e+09
6.120000000000e+07,-2.429290247618e+05,3.437135457501e+05,-2.050265791101e+05,-1.538768465024e+05,9.408108324706e-01,1.014777869458e+00,8.336592033720e-01,9.954693431447e-01,9.953442397425e-01,9.974307542088e-01,1.368018578805e+05,5.048967634101e+04,1.490989683486e+05,1.070028927541e+10,5.159371792213e+09,9.618546008941e+09
6.120360000000e+07,-2.412667972329e+05,3.411603225931e+05,-2.036235431247e+05,-1.528980650587e+05,9.413310522219e-01,1.014777869458e+00,8.340179787271e-01,9.954633052505e-01,9.953373272272e-01,9.974248284764e-01,1.357902310905e+05,5.011077296964e+04,1.482326774255e+05,1.070021447044e+10,5.159332424079e+09,9.618483892338e+09
6.120720000000e+07,-2.377695717137e+05,3.362082637039e+05,-2.005176718474e+05,-1.504909102079e+05,9.417258263409e-01,1.014777869458e+00,8.368649218795e-01,9.954566933665e-01,9.953298096127e-01,9.974183538932e-01,1.322052719370e+05,4.861534126736e+04,1.451685863138e+05,1.070013254913e+10,5.159289594985e+09,9.618415998138e+09
6.121080000000e+07,-2.300939107691e+05,3.256305169031e+05,-1.936403610299e+05,-1.451505331928e+05,9.421046925920e-01,1.015259943719e+00,8.389751868135e-01,9.954484745386e-01,9.953206237672e-01,9.974103181956e-01,1.244102835274e+05,4.534688800761e+04,1.386128886923e+05,1.070003075379e+10,5.159237247636e+09,9.618331723384e+09
6.121440000000e+07,-9.312181047996e+05,1.245371191995e+06,-8.863874965150e+05,-8.137386780860e+05,9.119371222321e-01,9.978115029636e-01,7.962548618718e-01,9.956413548920e-01,9.955231069733e-01,9.975890434306e-01,-2.326982983715e+06,-1.144703571547e+06,-1.793056355564e+06,1.070241353087e+10,5.160391404745e+09,9.620203079886e+09
6.121800000000e+07,-2.204037279371e+06,2.918730015109e+06,-2.048298667775e+06,-1.691612480322e+06,8.980777000376e-01,9.846436819618e-01,7.694420560258e-01,9.958124200881e-01,9.957130487363e-01,9.977431972993e-01,-2.073469338465e+06,-1.073968769142e+06,-1.546515487234e+06,1.070453122674e+10,5.161475816327e+09,9.621818727225e+09
6.122160000000e+07,-1.053717602648e+06,1.599860141793e+06,-8.646836541049e+05,-5.024263169453e+05,9.022081145691e-01,9.821897775944e-01,7.824036080336e-01,9.957967570714e-01,9.956977055984e-01,9.977274213105e-01,2.024089153754e+05,7.682391157035e+04,2.026024691216e+05,1.070433917735e+10,5.161389458212e+09,9.621654352618e+09
6.122520000000e+07,-5.994990824868e+05,9.981009850414e+05,-4.746920911656e+05,-2.772477116118e+05,9.072281636433e-01,9.856581843490e-01,7.864974104136e-01,9.957812613878e-01,9.956822493843e-01,9.977118670116e-01,1.870750858061e+05,7.030942518397e+04,1.895004579536e+05,1.070414909076e+10,5.161302336684e+09,9.621492364583e+09
6.122880000000e+07,-4.134605431164e+05,6.854962182203e+05,-3.313566757775e+05,-2.162352403649e+05,9.087281456707e-01,9.866386795218e-01,7.904366872298e-01,9.957675351146e-01,9.956684059665e-01,9.976980772263e-01,1.824208153845e+05,6.841142708715e+04,1.856279642970e+05,1.070398064117e+10,5.161224265136e+09,9.621348728352e+09
6.123240000000e+07,-3.465423686588e+05,5.430325653507e+05,-2.853423785655e+05,-2.022888946408e+05,9.110497438585e-01,9.866386795218e-01,7.959750985988e-01,9.957561802523e-01,9.956568333964e-01,9.976865961099e-01,1.832286542117e+05,6.889346145015e+04,1.866888087181e+05,1.070384126395e+10,5.161159009766e+09,9.621229144812e+09
6.123600000000e+07,-3.228532466891e+05,4.810036071066e+05,-2.703119541677e+05,-1.979104603292e+05,9.124663163210e-01,9.875580798289e-01,8.017518518101e-01,9.957457222737e-01,9.956460549999e-01,9.976760077413e-01,1.803441861118e+05,6.789642980824e+04,1.846139716045e+05,1.070371275693e+10,5.161098166511e+09,9.621118757161e+09
6.123960000000e+07,-3.124132224412e+05,4.530334693552e+05,-2.632056070405e+05,-1.943283333990e+05,9.138072430472e-01,9.885086672257e-01,8.028397380945e-01,9.957356397485e-01,9.956355557371e-01,9.976658013394e-01,1.762339526811e+05,6.638910914470e+04,1.814517536438e+05,1.070358870971e+10,5.161038825556e+09,9.621012255419e+09
6.124320000000e+07,-3.057385895594e+05,4.384525291104e+05,-2.580062535458e+05,-1.908497291074e+05,9.140185218454e-01,9.925188429471e-01,8.036226716760e-01,9.957258873316e-01,9.956253069375e-01,9.976559397012e-01,1.726715186765e+05,6.508022626179e+04,1.786540985093e+05,1.070346859735e+10,5.160980840688e+09,9.620909280333e+09
6.124680000000e+07,-3.002605884199e+05,4.287805343910e+05,-2.534529128830e+05,-1.876249958176e+05,9.144961201446e-01,9.951192611308e-01,8.045697950282e-01,9.957164308883e-01,9.956152820666e-01,9.976463909687e-01,1.695345919757e+05,6.393571123586e+04,1.761799631459e+05,1.070335202303e+10,5.160924073308e+09,9.620809515043e+09
6.125040000000e+07,-2.954027493788e+05,4.210392240016e+05,-2.493402232810e+05,-1.846905044365e+05,9.147117094131e-01,9.959013642061e-01,8.072722373029e-01,9.957072418379e-01,9.956054607285e-01,9.976371280864e-01,1.667473584697e+05,6.292104831885e+04,1.739628633683e+05,1.070323865287e+10,5.160868415704e+09,9.620712689585e+09
6.125400000000e+07,-2.910218593532e+05,4.143033222205e+05,-2.456112658671e+05,-1.820289637754e+05,9.160948299291e-01,9.959013642061e-01,8.082352124722e-01,9.956982953859e-01,9.955958280613e-01,9.976281276037e-01,1.642691869059e+05,6.200684170890e+04,1.719468918302e+05,1.070312819599e+10,5.160813789672e+09,9.620618568412e+09
6.125760000000e+07,-2.870512695773e+05,4.082856414065e+05,-2.422226232219e+05,-1.796114465674e+05,9.173080209017e-01,9.983831433556e-01,8.089531924523e-01,9.956895697031e-01,9.955863718005e-01,9.976193695038e-01,1.620576854946e+05,6.117401512802e+04,1.700952786741e+05,1.070302039617e+10,5.160760130454e+09,9.620526946484e+09
6.126120000000e+07,-2.834347688612e+05,4.028299713618e+05,-2.391309475141e+05,-1.774015016619e+05,9.175247394023e-01,9.997197177004e-01,8.101073613689e-01,9.956810485421e-01,9.955770808768e-01,9.976108364337e-01,1.600432994745e+05,6.041262184577e+04,1.683960147807e+05,1.070291506380e+10,5.160707379980e+09,9.620437648259e+09
6.126480000000e+07,-2.801223656883e+05,3.978447859948e+05,-2.362949987508e+05,-1.753710754382e+05,9.178179870533e-01,1.000204214098e+00,8.105015093860e-01,9.956727182344e-01,9.955679461762e-01,9.976025130646e-01,1.581937490763e+05,5.971102259062e+04,1.668353988151e+05,1.070281203819e+10,5.160655489769e+09,9.620350517325e+09
6.126840000000e+07,-2.770721197074e+05,3.932622475487e+05,-2.336801715235e+05,-1.734981868945e+05,9.179907419834e-01,1.001350128032e+00,8.139181465115e-01,9.956645669055e-01,9.955589599514e-01,9.975943859666e-01,1.564847521304e+05,5.905976282040e+04,1.653976270940e+05,1.070271117942e+10,5.160604418561e+09,9.620265416823e+09
6.127200000000e+07,-2.742464899256e+05,3.890297077702e+05,-2.312551490660e+05,-1.717585650438e+05,9.179907419834e-01,1.001350128032e+00,8.161260199359e-01,9.956565839530e-01,9.955501151506e-01,9.975864432801e-01,1.549024055997e+05,5.845195560888e+04,1.640636241144e+05,1.070261236225e+10,5.160554128615e+09,9.620182225939e+09
6.127560000000e+07,-2.716172968760e+05,3.851066068504e+05,-2.289972514964e+05,-1.701391334235e+05,9.208806711561e-01,1.002710154323e+00,8.161260199359e-01,9.956487594693e-01,9.955414056886e-01,9.975786743448e-01,1.534371471263e+05,5.788228248655e+04,1.628274872272e+05,1.070251546980e+10,5.160504587625e+09,9.620100834296e+09
6.127920000000e+07,-2.691848507143e+05,3.814724702543e+05,-2.269156682098e+05,-1.686509554826e+05,9.219062112792e-01,1.002710154323e+00,8.173337973466e-01,9.956410840505e-01,9.955328234179e-01,9.975710695145e-01,1.520804429820e+05,5.736322111177e+04,1.616579586312e+05,1.070242039070e+10,5.160455751247e+09,9.620021142282e+09
6.128280000000e+07,-2.669297306550e+05,3.781026059735e+05,-2.249891205354e+05,-1.672835074332e+05,9.239859377122e-01,1.002710154323e+00,8.210718023971e-01,9.956335501068e-01,9.955243638632e-01,9.975636208942e-01,1.508151706474e+05,5.687170661825e+04,1.605519655316e+05,1.070232703522e+10,5.160407595799e+09,9.619943069955e+09
6.128640000000e+07,-2.648280699403e+05,3.749628703643e+05,-2.231960844897e+05,-1.660158006544e+05,9.254542464525e-01,1.002710154323e+00,8.218208060580e-01,9.956261512557e-01,9.955160233127e-01,9.975563216252e-01,1.496210898106e+05,5.640394433497e+04,1.595085422318e+05,1.070223532796e+10,5.160360101692e+09,9.619866548990e+09
6.129000000000e+07,-2.628553896404e+05,3.720210733949e+05,-2.215135833329e+05,-1.648252753702e+05,9.261103739611e-01,1.002710154323e+00,8.247746762903e-01,9.956188817132e-01,9.955077986656e-01,9.975491651085e-01,1.484913452081e+05,5.595828461253e+04,1.585207040747e+05,1.070214519994e+10,5.160313252788e+09,9.619791510614e+09
6.129360000000e+07,-2.540677969259e+05,3.601708561671e+05,-2.135008827153e+05,-1.582089206280e+05,9.266078957788e-01,1.004753998814e+00,8.260938275623e-01,9.956094111593e-01,9.954973033396e-01,9.975398917597e-01,1.382935889841e+05,5.162060968085e+04,1.496317739949e+05,1.070202783974e+10,5.160253445169e+09,9.619694222141e+09
6.129720000000e+07,-2.403699159190e+05,3.415247964856e+05,-2.012461314478e+05,-1.488856266403e+05,9.282903908607e-01,1.004753998814e+00,8.289426503957e-01,9.955976880384e-01,9.954844684958e-01,9.975284528357e-01,1.269032789649e+05,4.681433779217e+04,1.398859566688e+05,1.070188263653e+10,5.160180291319e+09,9.619574227550e+09
6.130080000000e+07,-2.248070274740e+05,3.195145876411e+05,-1.876453569355e+05,-1.391980168741e+05,9.305965184896e-01,1.005579287515e+00,8.304567538832e-01,9.955840761706e-01,9.954696504336e-01,9.975151978100e-01,1.161201802107e+05,4.235805998359e+04,1.308434424069e+05,1.070171408753e+10,5.160095816746e+09,9.619435211382e+09
6.130440000000e+07,-2.124069025496e+05,3.009005963069e+05,-1.771678179985e+05,-1.323967167911e+05,9.340157735828e-01,1.008927922787e+00,8.309943929658e-01,9.955700831886e-01,9.954543831625e-01,9.975015959006e-01,1.105424099259e+05,4.016064694813e+04,1.262039684078e+05,1.070154080832e+10,5.160008762029e+09,9.619292583574e+09
6.130800000000e+07,-2.049250906957e+05,2.885190804191e+05,-1.711390913382e+05,-1.289766271637e+05,9.341931631533e-01,1.008927922787e+00,8.325910398301e-01,9.955566804602e-01,9.954396660266e-01,9.974885933604e-01,1.088814137124e+05,3.959800227263e+04,1.247946420241e+05,1.070137478247e+10,5.159924819470e+09,9.619156240181e+09
6.131160000000e+07,-2.032462336447e+05,2.842144815025e+05,-1.702021523620e+05,-1.291506582042e+05,9.350522516240e-01,1.011358358578e+00,8.330104164377e-01,9.955448405599e-01,9.954265048289e-01,9.974771405721e-01,1.114598227287e+05,4.080588957002e+04,1.268441105268e+05,1.070122801835e+10,5.159849720533e+09,9.619036130187e+09
